Area,Bedrooms,Bathrooms,Stories,Parking,Age,City,Furnishing,Main Road,Guest Room,Basement,Water Supply,Air Conditioning,Preferred Tenant,Locality Rating,Price
1160,1,3,2,1,3,Pune,Semi-Furnished,No,No,No,Borewell,No,Family,1,815097
3845,3,3,2,1,33,Chennai,Unfurnished,Yes,Yes,Yes,Corporation,No,Bachelor,3,1394811
1299,4,3,1,2,4,Mumbai,Unfurnished,Yes,Yes,No,Borewell,No,Bachelor,7,1108280
4855,1,2,2,2,32,Delhi,Semi-Furnished,Yes,Yes,Yes,Corporation,No,Family,10,1231105
3347,2,2,1,2,4,Hyderabad,Unfurnished,No,No,Yes,Both,No,Company,1,877039
2119,4,3,1,1,37,Bangalore,Semi-Furnished,No,Yes,Yes,Both,No,Company,2,1114499
680,3,3,2,1,33,Hyderabad,Unfurnished,Yes,No,Yes,Borewell,Yes,Company,3,1236274
3666,4,3,3,0,25,Hyderabad,Furnished,No,Yes,Yes,Borewell,No,Bachelor,2,1354401
2287,1,2,3,1,0,Delhi,Unfurnished,No,No,Yes,Corporation,No,Bachelor,2,743909
3666,3,2,3,0,3,Mumbai,Semi-Furnished,No,No,Yes,Corporation,No,Bachelor,6,1128972
1066,2,1,2,2,38,Delhi,Furnished,Yes,Yes,Yes,Borewell,No,Bachelor,7,1240768
4588,3,2,3,2,25,Bangalore,Semi-Furnished,Yes,Yes,No,Both,Yes,Bachelor,6,1493913
1071,3,2,1,2,32,Pune,Unfurnished,No,Yes,No,Both,Yes,Company,6,1125266
2369,5,2,3,0,32,Delhi,Furnished,Yes,Yes,Yes,Borewell,Yes,Family,9,1990495
4556,3,3,2,1,7,Chennai,Semi-Furnished,No,No,Yes,Both,Yes,Company,8,1491637
3522,3,2,3,2,19,Hyderabad,Furnished,No,Yes,Yes,Borewell,Yes,Company,8,1779629
5524,4,3,1,1,15,Mumbai,Furnished,No,No,No,Corporation,Yes,Bachelor,6,1829643
5985,2,1,2,1,20,Kolkata,Semi-Furnished,Yes,Yes,Yes,Both,No,Family,5,1373178
5099,4,1,3,2,44,Bangalore,Furnished,Yes,Yes,Yes,Both,No,Family,9,1667419
5177,4,3,2,0,25,Kolkata,Semi-Furnished,No,Yes,Yes,Corporation,Yes,Company,2,1599436
4300,1,3,2,1,22,Hyderabad,Furnished,Yes,Yes,No,Corporation,No,Family,7,1051893
5924,4,3,2,2,17,Delhi,Furnished,No,Yes,No,Both,No,Company,6,1592933
923,5,2,3,1,30,Kolkata,Furnished,Yes,No,No,Both,No,Company,7,1349678
2793,5,1,2,1,41,Chennai,Unfurnished,Yes,Yes,Yes,Borewell,No,Company,4,1592171
3517,1,3,3,1,11,Delhi,Unfurnished,Yes,No,Yes,Borewell,No,Company,9,1042632
2993,2,2,1,1,0,Hyderabad,Semi-Furnished,No,Yes,No,Both,Yes,Bachelor,7,1005458
2368,2,1,3,1,41,Kolkata,Furnished,No,No,Yes,Borewell,Yes,Family,2,893991
5597,4,2,1,0,8,Pune,Semi-Furnished,No,Yes,No,Corporation,Yes,Bachelor,4,1467791
2153,4,1,3,0,2,Bangalore,Unfurnished,Yes,Yes,No,Borewell,Yes,Bachelor,5,1267573
2696,4,2,2,2,25,Kolkata,Unfurnished,No,Yes,Yes,Borewell,Yes,Bachelor,2,1487273
5640,2,1,3,0,8,Pune,Unfurnished,No,No,Yes,Both,Yes,Company,10,1337088
2661,3,1,2,0,41,Pune,Unfurnished,No,No,Yes,Borewell,No,Company,8,701101
2686,5,2,1,0,15,Kolkata,Semi-Furnished,No,Yes,Yes,Both,Yes,Bachelor,1,1177568
5575,3,3,3,1,23,Mumbai,Furnished,Yes,Yes,No,Both,No,Bachelor,3,1764799
4602,3,1,2,1,49,Kolkata,Semi-Furnished,Yes,Yes,No,Both,No,Family,1,1062125
3278,2,3,1,2,13,Hyderabad,Furnished,No,No,No,Corporation,Yes,Bachelor,5,1435318
4543,3,2,1,2,2,Pune,Unfurnished,Yes,Yes,No,Borewell,Yes,Company,8,1377127
4044,1,3,3,2,33,Bangalore,Furnished,Yes,No,No,Borewell,Yes,Bachelor,7,1257991
4832,4,3,1,1,32,Hyderabad,Unfurnished,Yes,Yes,No,Borewell,No,Family,9,1386430
5545,1,3,2,0,49,Chennai,Semi-Furnished,Yes,No,Yes,Both,Yes,Family,2,973992
5776,5,3,1,0,23,Delhi,Furnished,Yes,No,No,Corporation,Yes,Bachelor,8,1637227
2455,4,3,1,1,8,Kolkata,Semi-Furnished,No,No,Yes,Both,Yes,Family,8,1445438
5120,3,1,2,2,12,Mumbai,Unfurnished,Yes,Yes,Yes,Borewell,No,Family,6,1385940
1676,5,1,1,2,1,Bangalore,Semi-Furnished,No,No,No,Both,Yes,Company,3,1010531
3166,4,1,1,2,6,Mumbai,Unfurnished,No,Yes,No,Both,Yes,Family,2,1168354
702,3,2,1,1,47,Mumbai,Unfurnished,No,No,Yes,Borewell,No,Family,8,773627
1038,1,3,1,2,20,Mumbai,Unfurnished,Yes,Yes,Yes,Both,No,Bachelor,6,815017
455,4,1,2,2,18,Kolkata,Semi-Furnished,Yes,No,No,Both,No,Company,4,1100202
5221,3,2,1,1,24,Bangalore,Semi-Furnished,Yes,No,No,Corporation,Yes,Family,5,1214692
925,1,1,2,0,46,Bangalore,Furnished,Yes,Yes,Yes,Both,Yes,Bachelor,5,1063820
4969,5,1,1,1,21,Pune,Furnished,No,Yes,No,Corporation,No,Bachelor,9,1674849
4523,5,3,1,1,10,Mumbai,Semi-Furnished,No,No,No,Borewell,Yes,Bachelor,9,1813654
2525,5,2,1,1,32,Pune,Semi-Furnished,No,No,No,Corporation,No,Bachelor,8,1199263
3687,5,3,1,1,31,Pune,Semi-Furnished,Yes,Yes,No,Both,No,Bachelor,8,1400345
764,2,3,2,0,20,Delhi,Semi-Furnished,No,No,No,Borewell,No,Bachelor,2,818144
5021,4,1,2,2,38,Kolkata,Unfurnished,No,No,Yes,Both,No,Family,3,1191707
5831,4,3,2,1,19,Kolkata,Unfurnished,No,Yes,No,Both,No,Company,8,1430036
5378,2,2,3,0,7,Hyderabad,Unfurnished,Yes,Yes,No,Corporation,Yes,Company,5,1105819
5526,3,3,1,2,41,Pune,Semi-Furnished,No,Yes,Yes,Both,Yes,Bachelor,7,1533832
5522,3,3,1,2,36,Kolkata,Unfurnished,No,No,Yes,Corporation,Yes,Bachelor,8,1366709
2046,5,3,2,2,8,Mumbai,Unfurnished,Yes,No,No,Borewell,Yes,Company,6,1654012
1318,1,1,3,1,24,Chennai,Furnished,No,No,No,Borewell,No,Family,5,912845
3197,3,2,1,1,24,Mumbai,Furnished,Yes,Yes,Yes,Both,Yes,Bachelor,8,1570939
1931,1,1,2,2,32,Bangalore,Unfurnished,No,No,No,Corporation,No,Company,1,408965
3745,4,1,1,2,1,Kolkata,Unfurnished,Yes,Yes,No,Both,No,Company,1,1203358
2306,1,1,1,2,18,Kolkata,Unfurnished,Yes,Yes,No,Both,Yes,Bachelor,1,662240
3486,4,1,2,2,45,Hyderabad,Semi-Furnished,Yes,No,Yes,Both,Yes,Company,3,1158597
5711,2,1,2,2,19,Pune,Furnished,No,Yes,No,Both,No,Family,10,1289869
4980,2,2,1,2,41,Chennai,Furnished,No,No,No,Corporation,Yes,Company,6,1407605
2475,5,3,1,0,40,Kolkata,Furnished,Yes,Yes,Yes,Both,Yes,Bachelor,6,1502652
1113,3,1,2,2,41,Hyderabad,Unfurnished,Yes,Yes,No,Borewell,Yes,Bachelor,5,1300098
1462,5,1,1,1,28,Hyderabad,Semi-Furnished,Yes,Yes,No,Corporation,Yes,Company,7,1398051
2376,4,2,1,1,5,Chennai,Furnished,Yes,No,No,Both,No,Company,5,1185946
1696,5,2,2,1,16,Mumbai,Furnished,Yes,Yes,No,Corporation,No,Bachelor,2,1561767
5750,1,3,1,2,24,Mumbai,Semi-Furnished,Yes,No,Yes,Both,Yes,Family,4,1335809
525,4,2,1,1,37,Mumbai,Unfurnished,Yes,Yes,Yes,Borewell,No,Company,1,816116
5032,2,3,3,0,3,Delhi,Unfurnished,Yes,Yes,No,Borewell,No,Family,7,1576240
3996,3,1,2,2,29,Pune,Furnished,Yes,Yes,No,Borewell,Yes,Family,4,1425181
3683,4,1,3,1,19,Pune,Furnished,Yes,No,No,Corporation,Yes,Bachelor,4,1455299
2003,4,3,3,0,2,Mumbai,Semi-Furnished,Yes,No,No,Borewell,No,Bachelor,4,1188850
466,1,2,3,0,22,Chennai,Furnished,Yes,No,Yes,Both,No,Bachelor,3,1011890
632,3,3,1,1,17,Delhi,Semi-Furnished,No,No,Yes,Both,No,Family,8,1150011
2556,2,2,1,0,25,Pune,Furnished,Yes,No,Yes,Both,Yes,Bachelor,4,1130245
1569,4,1,3,1,35,Mumbai,Furnished,No,Yes,No,Corporation,No,Bachelor,8,1215510
2558,4,2,3,0,7,Delhi,Furnished,No,Yes,No,Corporation,No,Family,9,1558095
4606,1,3,3,2,16,Chennai,Unfurnished,No,No,No,Borewell,Yes,Family,1,1279132
1893,5,3,1,2,30,Mumbai,Semi-Furnished,Yes,No,Yes,Corporation,No,Family,4,1308263
5118,2,1,3,2,36,Bangalore,Semi-Furnished,No,No,Yes,Both,Yes,Family,6,1090531
4407,3,2,3,2,44,Kolkata,Unfurnished,Yes,No,Yes,Both,Yes,Company,8,1555625
2872,4,2,2,2,32,Chennai,Unfurnished,No,Yes,Yes,Both,No,Bachelor,6,1068317
3060,4,2,2,1,26,Hyderabad,Unfurnished,Yes,No,Yes,Corporation,Yes,Company,6,1367402
3139,2,1,1,2,44,Hyderabad,Semi-Furnished,Yes,No,No,Both,Yes,Family,10,1035253
5801,5,2,2,2,3,Chennai,Furnished,No,No,No,Borewell,No,Family,4,1836359
2161,4,3,2,2,21,Hyderabad,Unfurnished,No,No,No,Corporation,Yes,Family,9,1369233
3914,2,2,2,2,25,Pune,Unfurnished,Yes,Yes,Yes,Both,No,Family,7,1373430
2375,1,1,1,0,31,Chennai,Unfurnished,No,Yes,No,Both,Yes,Family,6,588868
2762,5,2,2,2,23,Bangalore,Furnished,Yes,No,No,Corporation,Yes,Bachelor,1,1681218
1276,3,2,1,2,45,Chennai,Furnished,Yes,Yes,Yes,Corporation,No,Company,2,1418111
4212,4,3,3,1,34,Mumbai,Unfurnished,Yes,Yes,Yes,Borewell,No,Company,6,1371512
3848,2,2,2,0,36,Mumbai,Furnished,No,No,Yes,Corporation,No,Bachelor,1,1010685
1712,1,3,1,1,31,Delhi,Unfurnished,Yes,No,No,Both,Yes,Bachelor,5,1258537
1860,3,3,2,2,6,Hyderabad,Furnished,Yes,Yes,Yes,Borewell,No,Bachelor,1,1362588
3109,2,1,3,1,32,Kolkata,Semi-Furnished,Yes,Yes,No,Both,Yes,Company,3,1137808
2724,2,3,1,1,30,Hyderabad,Semi-Furnished,Yes,Yes,No,Both,No,Company,7,1226714
2133,3,3,1,2,11,Pune,Furnished,No,Yes,Yes,Both,Yes,Family,5,1417642
2005,1,1,1,0,10,Chennai,Semi-Furnished,No,Yes,No,Corporation,No,Company,10,479216
2963,1,3,3,0,23,Kolkata,Semi-Furnished,No,No,Yes,Corporation,Yes,Company,1,1183123
3821,5,1,3,1,7,Kolkata,Semi-Furnished,No,Yes,Yes,Both,No,Bachelor,1,1118317
3917,4,2,3,2,31,Hyderabad,Unfurnished,Yes,Yes,No,Corporation,Yes,Company,8,1536001
2797,3,1,1,1,37,Kolkata,Furnished,Yes,Yes,No,Both,Yes,Family,9,1433433
4135,3,3,3,1,21,Kolkata,Furnished,Yes,Yes,No,Corporation,Yes,Company,7,1603118
3270,3,1,2,1,33,Mumbai,Furnished,Yes,Yes,Yes,Corporation,Yes,Bachelor,3,1182645
1560,1,3,3,2,18,Bangalore,Semi-Furnished,Yes,Yes,No,Corporation,No,Bachelor,6,1278489
5254,4,2,1,2,19,Chennai,Unfurnished,Yes,Yes,Yes,Borewell,Yes,Family,3,1349072
642,5,1,2,0,13,Hyderabad,Furnished,No,Yes,Yes,Corporation,No,Family,10,1135686
2990,2,2,3,2,32,Mumbai,Semi-Furnished,Yes,No,No,Borewell,Yes,Company,4,1282577
1463,2,3,2,1,9,Pune,Unfurnished,Yes,No,No,Borewell,No,Family,4,916841
4724,3,3,2,1,15,Pune,Unfurnished,Yes,Yes,No,Borewell,Yes,Family,3,1204389
2995,4,2,1,0,3,Delhi,Furnished,No,No,No,Both,Yes,Bachelor,10,1460742
1319,1,1,2,2,26,Kolkata,Furnished,Yes,No,Yes,Corporation,No,Bachelor,6,979813
5742,4,1,2,1,27,Kolkata,Semi-Furnished,Yes,No,No,Both,No,Company,5,1280056
405,4,3,1,0,42,Hyderabad,Furnished,Yes,No,Yes,Borewell,Yes,Company,9,1267600
867,1,2,1,0,15,Bangalore,Semi-Furnished,No,No,No,Corporation,No,Company,9,740078
4570,3,2,1,1,32,Bangalore,Unfurnished,Yes,No,No,Both,No,Company,3,1204754
403,4,1,2,1,47,Hyderabad,Unfurnished,Yes,Yes,No,Borewell,No,Bachelor,9,1001261
1045,2,1,2,2,18,Hyderabad,Unfurnished,No,Yes,Yes,Both,Yes,Company,3,1023903
517,1,1,2,0,20,Mumbai,Unfurnished,Yes,No,No,Both,No,Company,4,585800
3328,5,2,1,1,21,Pune,Furnished,No,Yes,Yes,Corporation,Yes,Family,1,1600076
2951,3,1,3,0,8,Hyderabad,Furnished,Yes,No,No,Corporation,No,Company,5,1160956
5442,1,1,2,2,8,Pune,Semi-Furnished,No,Yes,No,Both,No,Family,9,1007671
5960,5,3,3,1,8,Delhi,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Bachelor,2,1826225
4689,5,1,1,2,26,Pune,Semi-Furnished,Yes,Yes,Yes,Corporation,No,Company,4,1513768
1246,4,1,2,0,16,Mumbai,Semi-Furnished,No,No,No,Both,No,Family,10,1333529
3162,4,2,3,2,43,Kolkata,Semi-Furnished,Yes,Yes,No,Corporation,No,Company,2,1322617
5911,4,2,2,2,44,Kolkata,Unfurnished,Yes,Yes,Yes,Corporation,No,Family,8,1679378
5954,1,3,2,0,7,Pune,Unfurnished,No,No,No,Borewell,No,Company,9,1027531
5929,1,1,2,2,15,Kolkata,Unfurnished,Yes,No,Yes,Corporation,No,Bachelor,3,1009810
1541,3,3,3,0,17,Kolkata,Semi-Furnished,No,Yes,No,Borewell,No,Bachelor,9,1484269
2210,4,2,1,1,32,Chennai,Unfurnished,Yes,No,Yes,Both,Yes,Family,6,1319243
1123,5,3,2,0,0,Delhi,Unfurnished,No,Yes,Yes,Borewell,Yes,Family,6,1231185
624,2,2,1,0,11,Mumbai,Unfurnished,Yes,Yes,Yes,Both,Yes,Bachelor,7,825068
5027,3,3,1,1,5,Mumbai,Unfurnished,Yes,No,Yes,Corporation,Yes,Company,5,1552553
4608,1,3,3,0,40,Kolkata,Furnished,No,No,Yes,Corporation,Yes,Family,6,1277761
5054,3,1,3,1,4,Bangalore,Semi-Furnished,Yes,Yes,No,Borewell,No,Bachelor,1,1094913
2448,3,3,1,1,15,Mumbai,Semi-Furnished,No,No,No,Both,Yes,Family,3,1021537
5149,3,1,2,0,17,Delhi,Furnished,No,Yes,No,Corporation,Yes,Bachelor,9,1488964
4815,3,1,3,2,48,Hyderabad,Unfurnished,No,No,No,Borewell,No,Bachelor,5,1296061
1973,2,1,2,2,17,Delhi,Unfurnished,Yes,No,No,Borewell,Yes,Family,5,975558
2228,4,1,2,1,0,Kolkata,Unfurnished,Yes,No,No,Borewell,No,Family,8,1514977
2317,5,3,2,2,18,Kolkata,Semi-Furnished,Yes,No,No,Corporation,No,Bachelor,2,1575642
4634,3,2,1,2,7,Chennai,Semi-Furnished,No,No,No,Both,Yes,Company,7,1311017
2426,3,2,2,0,2,Pune,Semi-Furnished,No,Yes,No,Corporation,Yes,Bachelor,9,1140204
4144,3,2,1,1,24,Mumbai,Semi-Furnished,No,Yes,Yes,Corporation,No,Company,7,1076407
1301,4,3,1,1,4,Pune,Semi-Furnished,Yes,Yes,Yes,Both,No,Company,5,1352373
5185,1,1,2,0,39,Pune,Furnished,No,No,No,Borewell,Yes,Company,6,919283
2439,1,2,2,2,18,Mumbai,Semi-Furnished,Yes,Yes,Yes,Corporation,No,Family,4,1280401
409,2,3,2,1,17,Mumbai,Unfurnished,Yes,Yes,No,Borewell,Yes,Bachelor,7,1308986
660,1,1,2,2,49,Kolkata,Semi-Furnished,Yes,No,Yes,Borewell,Yes,Bachelor,1,861059
2073,3,2,1,1,30,Mumbai,Furnished,Yes,No,Yes,Both,Yes,Company,4,1012530
2619,3,1,2,1,32,Bangalore,Unfurnished,Yes,No,Yes,Both,Yes,Company,3,938307
2460,3,2,2,1,46,Bangalore,Furnished,Yes,Yes,No,Both,No,Company,4,1376951
5687,2,2,1,1,17,Hyderabad,Unfurnished,Yes,Yes,No,Borewell,No,Bachelor,1,931260
4113,3,2,3,2,38,Mumbai,Semi-Furnished,Yes,No,No,Borewell,Yes,Company,2,1548101
2019,1,1,3,2,15,Chennai,Furnished,No,Yes,No,Corporation,Yes,Bachelor,9,1249830
720,4,3,1,2,15,Hyderabad,Unfurnished,Yes,Yes,Yes,Borewell,No,Bachelor,7,1288457
1742,4,1,3,2,46,Kolkata,Semi-Furnished,Yes,No,No,Both,No,Family,6,1130095
2776,5,2,1,0,37,Mumbai,Unfurnished,No,Yes,Yes,Both,No,Company,2,1096923
3232,1,1,2,1,40,Bangalore,Furnished,No,No,No,Both,No,Company,1,772367
3224,3,3,2,1,6,Chennai,Furnished,No,Yes,Yes,Both,No,Company,2,1489320
2394,4,1,3,1,13,Hyderabad,Furnished,No,No,Yes,Borewell,Yes,Family,7,1301279
3358,1,3,2,0,42,Chennai,Furnished,Yes,Yes,Yes,Both,Yes,Company,2,1089057
2438,4,3,3,2,47,Mumbai,Semi-Furnished,No,Yes,Yes,Corporation,Yes,Bachelor,3,1552503
3890,3,1,3,1,24,Delhi,Unfurnished,No,No,No,Borewell,Yes,Company,8,1316801
4077,4,2,2,2,31,Chennai,Semi-Furnished,No,No,No,Both,No,Bachelor,7,1241850
1518,5,3,2,2,37,Chennai,Furnished,No,No,Yes,Corporation,No,Bachelor,9,1378094
2004,5,1,3,0,21,Kolkata,Unfurnished,Yes,No,No,Both,Yes,Bachelor,4,1349834
4427,4,3,2,0,15,Bangalore,Furnished,No,Yes,No,Borewell,Yes,Bachelor,7,1375427
635,1,2,1,2,28,Mumbai,Semi-Furnished,No,No,Yes,Borewell,No,Company,1,848846
2369,1,1,2,1,15,Chennai,Semi-Furnished,No,No,No,Corporation,Yes,Family,2,756251
4829,1,1,2,1,11,Mumbai,Semi-Furnished,No,No,No,Borewell,Yes,Family,7,801110
2308,4,1,1,0,16,Bangalore,Unfurnished,Yes,No,No,Corporation,No,Bachelor,2,782416
775,1,2,2,0,36,Kolkata,Unfurnished,No,No,Yes,Both,No,Company,6,669368
3930,3,3,2,0,26,Mumbai,Furnished,No,Yes,No,Borewell,No,Family,10,1316894
5656,5,1,3,0,24,Pune,Unfurnished,No,No,Yes,Both,Yes,Company,9,1556364
3035,3,3,2,0,12,Bangalore,Unfurnished,Yes,No,Yes,Both,No,Family,5,1255111
1970,1,3,2,0,7,Bangalore,Semi-Furnished,No,No,Yes,Borewell,No,Bachelor,10,947371
2960,3,2,1,0,4,Hyderabad,Furnished,No,Yes,No,Both,Yes,Bachelor,7,1101041
5815,1,1,3,1,11,Kolkata,Semi-Furnished,Yes,Yes,No,Corporation,No,Bachelor,1,1017552
3791,4,3,3,0,40,Kolkata,Furnished,No,Yes,No,Corporation,Yes,Family,8,1839686
3365,3,1,3,0,2,Pune,Furnished,Yes,No,Yes,Corporation,Yes,Company,9,1661659
4043,4,1,2,1,34,Mumbai,Unfurnished,Yes,No,No,Borewell,Yes,Bachelor,5,938591
5868,4,2,3,1,32,Delhi,Semi-Furnished,No,Yes,Yes,Both,Yes,Company,6,1837734
4250,2,1,1,2,21,Pune,Unfurnished,No,Yes,No,Both,No,Company,8,1031022
1272,1,1,3,0,49,Hyderabad,Unfurnished,Yes,No,Yes,Both,Yes,Bachelor,4,861417
1652,5,3,1,0,43,Kolkata,Unfurnished,Yes,No,No,Both,No,Family,2,992046
1714,1,2,3,0,8,Bangalore,Furnished,No,No,No,Corporation,No,Bachelor,10,715600
5220,5,1,3,0,40,Kolkata,Semi-Furnished,Yes,Yes,No,Borewell,No,Bachelor,8,1620873
3298,1,3,1,2,17,Pune,Semi-Furnished,Yes,No,Yes,Corporation,No,Family,2,851233
477,4,2,3,1,49,Delhi,Unfurnished,No,No,Yes,Corporation,No,Company,5,856876
3021,3,2,3,1,28,Chennai,Furnished,Yes,Yes,No,Borewell,Yes,Family,6,1271499
4627,3,3,3,0,38,Chennai,Semi-Furnished,Yes,Yes,Yes,Borewell,No,Family,5,1510757
1000,2,3,2,0,26,Kolkata,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Bachelor,6,1161917
1465,5,3,1,0,35,Kolkata,Unfurnished,Yes,No,Yes,Both,Yes,Family,6,1412769
2536,5,3,3,2,44,Hyderabad,Furnished,Yes,Yes,No,Borewell,Yes,Family,3,1856521
2849,5,3,1,2,16,Kolkata,Unfurnished,Yes,Yes,No,Borewell,No,Family,3,1343799
2743,4,1,1,1,33,Delhi,Semi-Furnished,No,No,No,Corporation,No,Company,9,1084508
2263,5,1,1,0,45,Kolkata,Furnished,Yes,No,Yes,Both,No,Company,3,1061564
1718,3,2,3,0,2,Mumbai,Unfurnished,No,Yes,No,Borewell,No,Bachelor,3,968530
5111,4,1,3,0,4,Pune,Semi-Furnished,No,No,Yes,Corporation,Yes,Bachelor,2,1225571
3997,1,1,1,0,13,Delhi,Unfurnished,No,Yes,Yes,Borewell,No,Company,7,808892
4162,5,1,2,2,2,Hyderabad,Unfurnished,No,No,No,Both,No,Family,10,1597988
5542,5,3,1,1,22,Mumbai,Unfurnished,No,No,No,Corporation,Yes,Bachelor,10,1497028
5070,1,2,2,1,38,Mumbai,Furnished,No,Yes,No,Corporation,Yes,Bachelor,4,1359390
2590,5,2,1,2,29,Pune,Semi-Furnished,No,Yes,Yes,Both,Yes,Family,1,1428928
1392,1,2,1,0,49,Chennai,Semi-Furnished,No,Yes,Yes,Corporation,Yes,Family,6,826181
3112,4,2,1,1,44,Delhi,Semi-Furnished,Yes,No,No,Both,Yes,Family,5,1005805
2592,3,1,3,1,22,Pune,Semi-Furnished,No,Yes,Yes,Corporation,Yes,Family,2,931430
1648,1,1,2,2,26,Mumbai,Furnished,No,No,No,Both,Yes,Family,6,961497
3454,2,3,2,0,9,Hyderabad,Unfurnished,No,No,No,Borewell,No,Company,1,1002199
4998,1,2,1,1,24,Pune,Semi-Furnished,Yes,Yes,No,Borewell,No,Family,3,863172
4433,5,1,3,0,12,Chennai,Furnished,No,No,No,Borewell,Yes,Bachelor,4,1758494
2397,4,1,3,1,15,Mumbai,Unfurnished,Yes,No,No,Corporation,Yes,Company,3,1321560
5316,4,3,2,2,40,Pune,Furnished,No,Yes,No,Both,No,Bachelor,6,1502708
4087,1,3,3,0,33,Delhi,Furnished,No,No,Yes,Both,Yes,Family,4,1200347
2551,3,3,2,2,36,Chennai,Semi-Furnished,Yes,No,Yes,Borewell,Yes,Bachelor,1,1690599
4418,2,1,2,1,21,Delhi,Semi-Furnished,No,Yes,No,Borewell,Yes,Family,5,947195
3510,4,1,2,2,16,Delhi,Unfurnished,Yes,Yes,No,Borewell,Yes,Bachelor,5,1445840
2370,5,3,3,2,22,Delhi,Unfurnished,Yes,No,Yes,Both,Yes,Bachelor,9,1680788
597,5,2,2,2,35,Pune,Semi-Furnished,No,No,Yes,Borewell,No,Family,8,1449354
3026,3,3,2,1,48,Chennai,Furnished,No,No,No,Corporation,Yes,Bachelor,8,1569651
1602,4,3,1,0,8,Pune,Semi-Furnished,Yes,No,No,Borewell,Yes,Company,5,1186184
5967,1,3,2,2,1,Pune,Unfurnished,Yes,Yes,Yes,Borewell,Yes,Bachelor,8,1624356
5808,5,3,2,0,31,Pune,Furnished,No,No,No,Both,No,Company,10,2015160
2435,3,1,1,1,49,Mumbai,Furnished,No,No,Yes,Corporation,No,Company,7,1012541
877,4,2,1,0,21,Kolkata,Furnished,No,No,No,Both,Yes,Bachelor,1,1148853
1654,4,3,3,2,42,Bangalore,Semi-Furnished,Yes,No,Yes,Corporation,Yes,Company,7,1487673
1322,4,2,2,2,12,Mumbai,Semi-Furnished,No,Yes,No,Corporation,Yes,Company,8,1424208
819,4,2,3,2,7,Chennai,Unfurnished,Yes,No,No,Borewell,Yes,Bachelor,3,1262138
2604,4,2,3,2,0,Bangalore,Furnished,No,Yes,No,Borewell,No,Family,9,1705780
2997,5,3,1,2,16,Bangalore,Furnished,Yes,Yes,Yes,Both,No,Family,8,1886521
1520,3,1,3,2,11,Bangalore,Semi-Furnished,Yes,Yes,No,Both,Yes,Company,2,1218251
3468,4,3,2,1,3,Kolkata,Unfurnished,No,Yes,Yes,Both,Yes,Company,6,1733623
1350,2,2,1,1,12,Pune,Unfurnished,Yes,Yes,Yes,Corporation,No,Family,4,1092507
2736,2,2,2,1,30,Hyderabad,Furnished,Yes,No,Yes,Both,No,Company,3,1196188
5773,3,1,2,0,40,Chennai,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Family,6,1268976
2643,1,3,1,0,6,Kolkata,Furnished,Yes,Yes,No,Corporation,Yes,Bachelor,10,1087805
3045,1,2,2,1,22,Kolkata,Semi-Furnished,Yes,Yes,No,Corporation,Yes,Company,9,1027842
2257,1,1,1,0,23,Hyderabad,Unfurnished,No,No,No,Corporation,No,Bachelor,2,573294
5012,2,2,2,0,4,Bangalore,Furnished,No,Yes,Yes,Corporation,No,Family,10,1142954
2265,1,1,1,2,4,Pune,Furnished,Yes,No,No,Borewell,No,Family,10,1061425
3312,5,1,3,2,16,Hyderabad,Furnished,No,Yes,Yes,Corporation,No,Bachelor,10,1532553
5637,4,3,2,0,29,Hyderabad,Unfurnished,Yes,Yes,Yes,Corporation,Yes,Company,5,1678251
3253,2,2,1,0,8,Kolkata,Furnished,Yes,No,Yes,Borewell,No,Bachelor,6,1045762
5310,3,3,2,1,5,Chennai,Unfurnished,No,No,No,Borewell,No,Bachelor,4,1451145
3628,3,2,2,0,24,Delhi,Semi-Furnished,Yes,No,Yes,Borewell,No,Company,7,1362898
4119,4,3,2,2,18,Pune,Unfurnished,Yes,Yes,No,Both,Yes,Family,2,1735399
3628,2,2,1,0,15,Hyderabad,Semi-Furnished,Yes,No,No,Both,No,Bachelor,7,1184302
2771,1,3,3,1,20,Pune,Unfurnished,No,No,No,Corporation,No,Bachelor,2,897804
3291,1,1,3,2,1,Hyderabad,Unfurnished,No,No,Yes,Corporation,No,Family,1,672141
4156,5,2,3,2,9,Bangalore,Furnished,Yes,No,No,Corporation,Yes,Bachelor,5,1637981
4625,5,2,1,2,15,Pune,Unfurnished,Yes,No,Yes,Corporation,No,Family,2,1071972
494,1,1,3,2,36,Bangalore,Furnished,Yes,Yes,Yes,Borewell,Yes,Company,8,963090
3074,3,3,1,0,14,Kolkata,Semi-Furnished,Yes,No,Yes,Both,Yes,Family,8,1313763
2355,3,2,2,1,12,Bangalore,Semi-Furnished,Yes,Yes,Yes,Borewell,No,Family,1,1059351
1193,5,2,2,0,12,Pune,Furnished,No,No,No,Both,Yes,Bachelor,4,1296559
2234,4,3,3,0,31,Mumbai,Semi-Furnished,No,No,No,Borewell,No,Family,9,1411447
2516,1,1,1,2,44,Pune,Unfurnished,No,Yes,No,Corporation,Yes,Family,5,729350
4506,5,3,2,1,46,Hyderabad,Furnished,No,Yes,No,Both,Yes,Bachelor,10,1643085
3725,5,3,1,2,45,Bangalore,Furnished,Yes,Yes,Yes,Corporation,No,Family,6,1658014
